"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.order_info_1","Input.Pun_word_1","Input.Pun_alter_1","Input.Sentence1_1","Input.Sentence1_2","Input.Sentence1_3","Input.Sentence1_4","Input.Sentence1_5","Input.Sentence1_6","Input.order_info_2","Input.Pun_word_2","Input.Pun_alter_2","Input.Sentence2_1","Input.Sentence2_2","Input.Sentence2_3","Input.Sentence2_4","Input.Sentence2_5","Input.Sentence2_6","Answer.Sentence1_1","Answer.Sentence1_2","Answer.Sentence1_3","Answer.Sentence1_4","Answer.Sentence1_5","Answer.Sentence1_6","Answer.Sentence2_1","Answer.Sentence2_2","Answer.Sentence2_3","Answer.Sentence2_4","Answer.Sentence2_5","Answer.Sentence2_6","Answer.comment","Approve","Reject"
"3TZ0XG8CBUE5POSUM4BKDIUD1EQ98T","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3DHE4R9OCX5C43B6AWDUJSYJXJTG2Y","A3MFK5UEUG95M3","Submitted","Wed Nov 28 23:20:14 PST 2018","Thu Nov 29 00:12:35 PST 2018","Sun Dec 02 00:12:35 PST 2018","","","","3141","100% (94/94)","100% (7/7)","0% (0/0)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","2","1","2","4","5","1","5","4","4","3","2","5","{}"
"3TZ0XG8CBUE5POSUM4BKDIUD1EQ98T","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3M0BCWMB8WQ2P2128UAN6ONBLDWWBF","A1PUHCEBSOWETV","Submitted","Wed Nov 28 23:20:21 PST 2018","Wed Nov 28 23:22:34 PST 2018","Sat Dec 01 23:22:34 PST 2018","","","","133","100% (207/207)","100% (142/142)","100% (18/18)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","1","2","2","1","2","3","2","2","1","2","2","2","{}"
"3TZ0XG8CBUE5POSUM4BKDIUD1EQ98T","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3S4AW7T80CC2T94UP1TYPZ0PDEBL45","A2B6WQG0A9CKXQ","Submitted","Wed Nov 28 23:20:11 PST 2018","Wed Nov 28 23:37:43 PST 2018","Sat Dec 01 23:37:43 PST 2018","","","","1052","100% (276/276)","0% (0/0)","0% (0/0)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","5","4","4","4","5","1","5","4","3","4","2","5","{}"
"3ZQA3IO31BLQLBCFP8LNVY2UI761OF","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3JMSRU9HQJONHGDHSB7HLUAIH1NEV3","A132MSWBBVTOES","Submitted","Thu Nov 29 00:20:48 PST 2018","Thu Nov 29 00:22:42 PST 2018","Sun Dec 02 00:22:42 PST 2018","","","","114","100% (238/238)","0% (0/0)","0% (0/0)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","2","5","4","4","2","3","1","5","4","4","3","4","{}"
"3ZQA3IO31BLQLBCFP8LNVY2UI761OF","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3PXX5PX6LYS5IPYZ7PEVOZQKTUTBAJ","A2B6WQG0A9CKXQ","Submitted","Wed Nov 28 23:20:25 PST 2018","Wed Nov 28 23:45:09 PST 2018","Sat Dec 01 23:45:09 PST 2018","","","","1484","100% (276/276)","0% (0/0)","0% (0/0)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","3","5","5","5","3","3","1","5","3","4","4","5","{}"
"3ZQA3IO31BLQLBCFP8LNVY2UI761OF","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3TPWUS5F8AVLZ7T8MU6IH8TT3YWWCM","A2CK0OXMPOR9LE","Submitted","Wed Nov 28 23:20:24 PST 2018","Thu Nov 29 00:18:44 PST 2018","Sun Dec 02 00:18:44 PST 2018","","","","3500","100% (81/81)","100% (6/6)","0% (0/0)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","5","5","5","4","3","4","4","5","4","5","4","4","{}"
"34F34TZU7WTJ9L3ESZTWSLVDBJAJ2V","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","30BUDKLTXEP6JMY2MKP4HWGJ4D5E5G","A2B6WQG0A9CKXQ","Submitted","Wed Nov 28 23:20:15 PST 2018","Wed Nov 28 23:38:58 PST 2018","Sat Dec 01 23:38:58 PST 2018","","","","1123","100% (276/276)","0% (0/0)","0% (0/0)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","2","5","3","3","5","2","2","5","3","1","4","3","{}"
"34F34TZU7WTJ9L3ESZTWSLVDBJAJ2V","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","39L1G8WVWRL4L6HMWD6WVFZ518B13V","A2WWYVKGZZXBOB","Submitted","Wed Nov 28 23:23:32 PST 2018","Wed Nov 28 23:24:50 PST 2018","Sat Dec 01 23:24:50 PST 2018","","","","78","100% (302/302)","100% (5/5)","0% (0/0)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","1","2","1","2","4","1","1","3","2","1","3","3","{}"
"34F34TZU7WTJ9L3ESZTWSLVDBJAJ2V","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3WQQ9FUS6BORZ15KARUHS8KP36TB8F","A1PUHCEBSOWETV","Submitted","Wed Nov 28 23:20:57 PST 2018","Wed Nov 28 23:22:53 PST 2018","Sat Dec 01 23:22:53 PST 2018","","","","116","100% (207/207)","100% (142/142)","100% (18/18)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","2","2","2","2","2","2","1","2","2","2","3","2","{}"
"3F6045TU7DI53TB4RWHYDEPOLK899I","3F0M8SSD3VE10KCU9NNMF0I417TRRP","Sentence grammaticality","Rate sentences based on their grammaticality","survey, language, grammaticality","$1.00","Wed Nov 28 23:19:46 PST 2018","3","BatchId:3453399;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 23:19:46 PST 2018","","","3G0WWMR1UWEZ6EUDZBGQ5U5JE1TNQR","A3774HPOUKYTX7","Submitted","Wed Nov 28 23:20:14 PST 2018","Wed Nov 28 23:36:48 PST 2018","Sat Dec 01 23:36:48 PST 2018","","","","994","100% (53/53)","100% (7/7)","100% (1/1)","2-4-1-3-0-5","warship","warship-worship","he was clearly determined to join his buddy and engage in a some much - deserved hero - warship.","and the barbarians set up a cult, and he executed anyone who did n't warship him.","joni continued, 'if cesium is our main power source, i would think you would want more than a single warship guarding it.'","your god, if destroyer sits with us, and i must confess i am prepared to warship him, is strong.",", 'she said,' she said, 'she said,' she said, 'she said,' she said, 'she said,' she said, 'she said,' she said, 'he said,' he said, the warship of the new york times, and you're going to be able to get the money.","a chaplain on the sea leads the soldiers in their warship .","2-0-1-3-5-4","reel","reel-real","when i'm with you, i want to be around the reel you.","gordon brown, however, is to reel states of the country, the world's largest economy, the world's biggest economy.","yune answered, sounding excited at the prospect of testing something he had n't tested yet, 'on the side of the reel is a digital read out.","","old fishermen never die , they just get reel tired .","","3","3","3","2","1","4","4","3","3","1","4","1","{}"
