"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.order_info_1","Input.Pun_word_1","Input.Pun_alter_1","Input.Sentence1_1","Input.Sentence1_2","Input.Sentence1_3","Input.Sentence1_4","Input.Sentence1_5","Input.Sentence1_6","Input.order_info_2","Input.Pun_word_2","Input.Pun_alter_2","Input.Sentence2_1","Input.Sentence2_2","Input.Sentence2_3","Input.Sentence2_4","Input.Sentence2_5","Input.Sentence2_6","Answer.Sentence1_1","Answer.Sentence1_2","Answer.Sentence1_3","Answer.Sentence1_4","Answer.Sentence1_5","Answer.Sentence1_6","Answer.Sentence2_1","Answer.Sentence2_2","Answer.Sentence2_3","Answer.Sentence2_4","Answer.Sentence2_5","Answer.Sentence2_6","Answer.comment","Answer.doNotRedirect","Approve","Reject"
"3VADEH0UHCR80VNAHRDMGZUTI7APSP","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","33PPUNGG39ZTZ4NWFEGK57MXKQLZRH","A1C7XI68SED8JE","Submitted","Wed Nov 28 00:35:24 PST 2018","Wed Nov 28 00:37:13 PST 2018","Sat Dec 01 00:37:13 PST 2018","","","","109","100% (1/1)","100% (1/1)","100% (1/1)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","2","3","1","1","1","0","2","1","1","1","2","1","{}",""
"3VADEH0UHCR80VNAHRDMGZUTI7APSP","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3OS46CRSLGTJ41K2MTOJ96I50S26VR","A1IXH2QLUU5BKZ","Submitted","Wed Nov 28 00:35:22 PST 2018","Wed Nov 28 01:02:47 PST 2018","Sat Dec 01 01:02:47 PST 2018","","","","1645","100% (152/152)","100% (69/69)","100% (25/25)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","4","1","0","1","1","0","5","1","1","1","1","1","{}",""
"3VADEH0UHCR80VNAHRDMGZUTI7APSP","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3R0T90IZ1T6P2L387P20V5759ZPCG0","A3MFK5UEUG95M3","Submitted","Wed Nov 28 00:35:48 PST 2018","Wed Nov 28 01:12:44 PST 2018","Sat Dec 01 01:12:44 PST 2018","","","","2216","100% (94/94)","100% (7/7)","0% (0/0)","5-4-2-3-1-0","butt","butt-but","is that pure rump roast ? nothing butt .","the grind did n't, and it was n't just his beauty butt the intensity of his gaze.","i smiled at her, but she did n't smile back, butt just stared straight ahead.","but as baldy lay in that locked box, i had nothing butt time.","he told me that telling lies would come back to bite me in the butt. '","further, she said, 'she said,' he said. butt, he was not a member of the country. '","5-2-0-4-3-1","eight","eight-eat","why was six afraid of seven ? because seven eight nine .","it's been a while since we've gone out to eight together. '","good, 'he said,' he said. eight was 'a very good thing.'","'yeah, well, riser does not have time to eight it.'","when moghul did n't take it, she added, 'you need to eight.","i knew this because his days went from being ten hours long to eight.","2","0","0","1","1","0","3","0","0","0","0","1","{}",""
"3M67TQBQQHIJ8CL9J2VY9908RXLA9J","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","31Q0U3WYDQ9MMPI9YP9M8WBL6ZF712","A320BT7PLIQVZT","Submitted","Wed Nov 28 00:35:41 PST 2018","Wed Nov 28 00:44:09 PST 2018","Sat Dec 01 00:44:09 PST 2018","","","","508","100% (38/38)","0% (0/0)","0% (0/0)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","1","2","0","1","1","3","1","1","1","1","2","2","{}",""
"3M67TQBQQHIJ8CL9J2VY9908RXLA9J","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3KAKFY4PGVWFLCDK4KR2NEGRIZ43IL","A32QJF67JMJFKX","Submitted","Wed Nov 28 00:36:40 PST 2018","Wed Nov 28 00:40:28 PST 2018","Sat Dec 01 00:40:28 PST 2018","","","","228","100% (264/264)","100% (5/5)","0% (0/0)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","0","1","2","0","0","0","0","1","0","0","1","2","{}",""
"3M67TQBQQHIJ8CL9J2VY9908RXLA9J","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3KOPY89HM9WBGNXQM2C2ZFVRVET3JX","A1IXH2QLUU5BKZ","Submitted","Wed Nov 28 00:46:42 PST 2018","Wed Nov 28 01:36:07 PST 2018","Sat Dec 01 01:36:07 PST 2018","","","","2965","100% (152/152)","100% (69/69)","100% (25/25)","0-1-5-2-4-3","butter","butter-better","going to come up with the butter a 'very good' approach to the world's economic crisis, the world's biggest economic climate.","she laughed, and the guy showed up with a plate of toast and peanut butter.","why did the dairy churn ? the less said , the butter . . .","'so, i had butter get to it, had n't i?'","gourmet gourmet did n't, well, there was no butter way to go.","well, gourmet did it, he thought, i'd butter be right.","0-1-4-2-3-5","seas","seas-seize","good, 'he said,' he said, the seas - and - a - - - half member of the party.","they had left all of those features in the world above, in their graves, their funeral pyres, their seas.","gulls watched gently that i rest for a few minutes, i nodded but never closed my eyes, as i knew that sleep would seas me immediately.","to make a longer story shorter, nowadays when i open my eyes at dawn i'm already prepped to seas the day.","as gull speak, assistant us attorney rita maloney is asking a judge for a warrant to seas it. '","sailors like to seas opportunities .","1","1","1","1","0","1","1","1","1","1","1","5","{}",""
"3JMQI2OLFZZ2VLSF4M55HB3YHPZNDX","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3R8YZBNQ9ICA3T2QJ4Z19XJTEB7Q7G","A2HSCKH5NKN5LP","Submitted","Wed Nov 28 00:37:46 PST 2018","Wed Nov 28 00:44:28 PST 2018","Sat Dec 01 00:44:28 PST 2018","","","","402","100% (122/122)","0% (0/0)","0% (0/0)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","1","0","1","2","4","0","4","1","2","0","5","2","{}",""
"3JMQI2OLFZZ2VLSF4M55HB3YHPZNDX","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3TVRFO09GL9TRBS49CV3MAXN6YYXLS","A1KWIJXTC47YWE","Submitted","Wed Nov 28 00:35:53 PST 2018","Wed Nov 28 01:06:25 PST 2018","Sat Dec 01 01:06:25 PST 2018","","","","1832","100% (2/2)","0% (0/0)","0% (0/0)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","0","1","1","1","1","0","0","1","0","0","1","2","Interesting. I had a problem with some of my answers disappearing after I scrolled down the page and then scrolled back some of my answers were gone. This happened multiple times as I answered the same questions over and over.",""
"3JMQI2OLFZZ2VLSF4M55HB3YHPZNDX","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3W92K5RLWVBNLXKOHAEEH0454XR5VA","ARX0S1CIDJLOX","Submitted","Wed Nov 28 00:36:41 PST 2018","Wed Nov 28 00:54:22 PST 2018","Sat Dec 01 00:54:22 PST 2018","","","","1061","100% (37/37)","0% (0/0)","0% (0/0)","3-1-4-2-5-0","presence","presence-present","but trespasser seem to see all those position changes right now - in the presence.","i shot to my feet, suddenly desperate to be anywhere but in his presence.","'yes, there, promise to warn her,' i say, back in the presence.","but he'd also been there more than once when i needed him, past and presence.","to some christmas is about other people ' s presence .","google, however, is one of the presence - out, i'm sure that i'm going to be a good idea.","4-1-3-0-2-5","sole","sole-soul","a o was where to strike first - at the man's heart and sole.","shaking her head, she finished quickly, 'uncle lucian had purchased the ship with the sole purpose of sinking it.","when successor'd loved me, it was with all of his heart and sole.","gordon brown, the prime minister, said that he was one of the sole, which has been published last year, is a major factor.","'he's just an old guy,' she said, staring deep into my sole.","he owned a fish farm until he poured out his sole .","0","1","0","2","1","0","0","1","0","0","1","5","{}",""
"34OWYT6U3WBYEU47VQNBQ7OR45QI9V","3ICMLZI1IODXIB6957J8DOXVFBSJTY","Pun funniness","Rate sentences based on their funniness","survey, language, funniness, pun","$1.00","Wed Nov 28 00:34:55 PST 2018","3","BatchId:3451821;OriginalHitTemplateId:920937336;","3600","259200","Wed Dec 05 00:34:55 PST 2018","","","3JAOYWH7VJY3QFA66WPP67B5ZV89LM","A1PUHCEBSOWETV","Submitted","Wed Nov 28 00:35:28 PST 2018","Wed Nov 28 00:38:58 PST 2018","Sat Dec 01 00:38:58 PST 2018","","","","210","100% (207/207)","100% (142/142)","100% (18/18)","2-4-1-3-0-5","warship","warship-worship","he was clearly determined to join his buddy and engage in a some much - deserved hero - warship.","and the barbarians set up a cult, and he executed anyone who did n't warship him.","joni continued, 'if cesium is our main power source, i would think you would want more than a single warship guarding it.'","your god, if destroyer sits with us, and i must confess i am prepared to warship him, is strong.",", 'she said,' she said, 'she said,' she said, 'she said,' she said, 'she said,' she said, 'she said,' she said, 'he said,' he said, the warship of the new york times, and you're going to be able to get the money.","a chaplain on the sea leads the soldiers in their warship .","2-0-1-3-5-4","reel","reel-real","when i'm with you, i want to be around the reel you.","gordon brown, however, is to reel states of the country, the world's largest economy, the world's biggest economy.","yune answered, sounding excited at the prospect of testing something he had n't tested yet, 'on the side of the reel is a digital read out.","","old fishermen never die , they just get reel tired .","","0","1","2","0","1","1","1","2","4","4","1","1","{}",""
